RA,DEC,DELTA_3MPC
24.761552,-36.506596,-0.9149
114.305049,75.547321,-0.913
90.24957,28.654608,-0.4489
93.468341,11.776039,-0.2747
358.081015,-66.394948,-0.2445
165.006631,32.526653,0.2315
43.023803,-7.687433,-0.888
353.620787,36.086458,3.8182
87.359606,42.543686,-0.463
26.116935,58.232964,0.497
8.705027,-9.8503,-0.3412
166.763074,67.830704,0.9318
330.599653,-24.230082,46.8175
6.105771,29.401078,-0.8205
261.063515,-25.502838,-0.3261
93.751859,70.652487,-0.5164
78.861768,-13.678905,1.8654
253.364323,-52.204422,0.3828
269.234375,87.082506,1.0667
201.245492,-35.818139,-0.6365
72.811957,73.585227,0.5093
2.270931,61.072937,-0.7917
265.420005,6.767548,-0.6882
215.861218,-38.76031,1.3135
152.116644,-77.501453,0.8528
76.889503,-44.42836,1.1035
274.296382,69.710691,-0.7851
25.522297,-38.987824,0.4663
231.372866,-48.00956,-0.8151
247.82343,-79.738995,-0.3503
80.372624,3.148839,0.6121
173.996969,8.066636,-0.0716
187.271773,33.808867,1.5835
212.861492,66.093958,-0.9057
324.427668,-71.096356,-0.6399
196.709436,-22.903509,-0.8741
24.234645,20.738808,-0.6224
124.189886,-55.591427,-0.4061
226.197665,-41.224549,-0.3695
119.930665,53.138872,0.7271
276.458482,-83.81645,0.8672
68.365946,70.812441,-0.6679
51.481841,51.208958,0.0459
83.171761,-31.563671,3.4835
315.390602,-27.553578,3.1954
245.136492,-46.192192,-0.3694
187.217515,-88.669963,0.1949
108.121423,37.189838,-0.4145
330.692702,53.216777,-0.9621
319.959505,-56.994365,-0.8667
143.784164,-18.27931,-0.6688
270.980582,-8.215055,-0.641
328.88301,-73.916967,-0.6193
112.807228,-37.804893,-0.7502
118.338604,-37.883456,-0.4237
196.490265,64.250147,-0.5434
147.011972,-70.883411,-0.7444
274.132647,-47.415077,-0.7171
193.294896,-8.245498,-0.732
76.267965,-65.053103,1.3426
128.299416,-53.574043,0.1463
241.646059,81.864594,-0.6364
19.236328,66.322895,0.4786
123.180183,-66.996696,-0.6528
5.7946,-41.054208,-0.5413
295.512104,66.624836,-0.5652
42.188375,-26.821891,1.3964
27.7937,-10.48269,-0.1616
283.173486,-57.146573,-0.6288
32.222471,8.446647,2.0458
246.334515,-63.866653,-0.5127
136.750887,4.275255,-0.8299
295.811805,75.372574,-0.7313
65.826452,-4.102065,-0.909
30.390146,57.839761,-0.741
82.226683,13.338736,-0.6434
335.568613,-23.897945,-0.8425
298.48355,79.5775,-0.7481
102.883431,89.434397,-0.8278
74.201091,-31.452212,0.8608
56.46308,87.978293,-0.9139
79.633226,87.138736,-0.8666
73.81582,-32.614985,-0.3552
319.747633,-7.967468,-0.9131
7.194927,-82.639229,-0.2883
316.844103,-87.111517,-0.8506
14.912895,-61.527915,0.0216
297.660539,-41.684004,-0.7128
153.269005,70.511575,-0.6557
27.794,-31.071784,0.3763
287.641875,39.065967,-0.3686
92.318295,80.410107,-0.9196
316.090099,4.7344,-0.3423
270.812756,61.087747,-0.5557
353.43737,-15.175856,-0.6005
299.474241,-44.062323,-0.6596
86.746105,49.030794,-0.7948
147.317472,25.822383,-0.2143
250.786909,29.015722,-0.7249
113.783384,-30.593713,4.1605
196.741303,-0.646799,3.7114
85.552963,-19.818254,-0.4398
238.66231,72.628535,0.6328
123.168233,77.669333,-0.5557
19.864094,-69.632606,-0.6459
348.398662,37.511485,-0.3871
303.805285,-42.742052,-0.8031
109.338038,38.703983,-0.7877
46.664928,-43.972503,5.6577
264.681422,-9.894149,-0.4402
79.442201,-16.190642,0.1239
217.963467,57.002204,0.433
280.468486,-26.618567,-0.79
98.072591,74.403788,-0.887
102.469189,-71.292686,3.0554
22.180559,-47.735281,-0.2215
115.145337,-47.479101,-0.3864
215.082385,-43.966471,-0.0152
56.086857,17.668504,-0.0108
343.109806,-19.883436,1.0248
260.069664,-7.609337,0.7069
73.404319,87.976752,-0.3997
191.022002,58.523258,-0.3887
140.918718,-12.137784,2.0816
137.647137,44.695598,-0.905
201.595752,-66.738368,-0.317
38.934237,-31.980556,-0.8505
77.512905,77.917889,-0.9175
53.88491,86.21351,-0.751
62.63251,64.886213,-0.8435
235.878281,26.01198,0.1988
358.61936,56.102424,-0.9396
234.398202,-64.406789,1.5296
354.500468,-17.500416,-0.6167
207.722648,17.470383,0.5911
101.991103,17.071881,-0.7238
314.029739,-40.968544,-0.7529
24.188794,23.646197,-0.6161
36.874058,-38.856491,-0.635
341.144787,45.49424,-0.6053
234.066672,-3.817689,-0.7728
334.426329,7.312183,-0.4653
47.839147,79.949065,-0.1983
276.573943,85.743885,0.0313
84.531762,55.03859,1.5827
123.607506,-11.752952,-0.3102
323.636896,-8.846659,0.2795
148.051926,2.940002,2.3209
241.393175,48.379393,-0.7593
319.41938,41.497318,0.2805
313.514614,-39.927125,-0.7408
3.206611,-8.205496,-0.7335
56.957499,31.884106,-0.3417
330.70379,-76.50313,-0.9808
202.469713,-70.725212,-0.5668
172.871996,58.360748,-0.7596
23.492829,77.294216,-0.8967
9.018807,-57.797076,0.351
343.229305,75.013578,-0.7491
170.58639,63.990458,0.1081
283.110234,-63.580623,0.4965
79.200502,-63.654444,0.6655
85.345903,-1.644973,9.086
201.691915,51.665575,-0.7152
315.369301,-1.566639,-0.8543
103.888777,57.949827,6.8469
118.367994,-66.102701,-0.5732
198.22619,-45.479524,-0.526
14.402006,41.139762,0.7182
136.354373,1.635344,-0.4235
200.26184,-16.248162,-0.5332
1.737649,60.431476,0.7778
229.681266,-64.816244,-0.8685
18.345952,-16.528928,-0.8513
259.185211,72.600643,-0.4065
288.604246,73.852582,-0.9387
301.966113,-23.928747,-0.9215
242.419718,-13.205001,3.4392
202.165418,-76.283738,-0.9103
110.722138,-51.470646,-0.6797
152.860939,-86.81963,0.5518
31.340181,6.015829,0.9182
254.556561,87.888257,-0.0196
8.886372,-63.639798,-0.6774
148.83735,81.00949,-0.7873
182.235853,-16.716668,-0.5787
234.032226,-80.943889,-0.1602
123.551601,-61.140297,-0.884
159.40362,-8.435161,0.2065
211.455364,-53.136602,-0.3904
332.342925,30.352502,-0.7279
241.909967,-47.420391,0.228
91.596385,49.479284,1.9876
305.014903,-52.295281,-0.277
19.82321,15.718262,-0.3217
98.027662,4.058623,-0.6265
38.934642,54.629067,-0.9188
160.933911,19.453639,-0.7938
229.293789,2.721925,-0.4277
191.158316,72.982222,-0.8887
292.054393,68.63789,-0.7275
204.295739,68.817913,-0.8472
83.760101,-47.365547,-0.3411
193.11187,39.323912,0.2894
264.776228,25.228922,0.3428
181.063211,62.825629,2.3763
159.109037,23.739525,-0.8643
190.475047,-55.445445,0.766
197.300942,-38.303559,-0.1828
111.800567,-2.740941,-0.0486
307.521486,9.639307,2.6364
74.765885,-13.15162,-0.9265
11.819564,65.123494,-0.5006
266.937198,63.400896,-0.6585
303.232958,44.849002,-0.81
231.385058,-9.831952,-0.5252
168.820251,47.216396,-0.0326
351.073961,64.586425,-0.4136
133.473685,19.074534,-0.9231
146.123227,19.04376,-0.5509
212.800589,-47.753846,-0.8512
154.953678,-26.084101,-0.7929
199.907416,33.332555,-0.8024
347.962937,72.370714,3.849
85.499529,33.735244,-0.6562
53.482653,-28.427113,-0.6653
152.478444,51.577819,-0.4112
181.439483,-3.440512,-0.7181
256.75077,-25.204387,0.9702
343.862345,-26.650142,0.2557
247.921321,53.954721,-0.0494
355.383056,64.030609,-0.4511
88.68193,-31.158003,0.2724
75.200432,-53.035161,-0.4995
110.35251,6.573436,0.6154
283.364612,61.857414,-0.1865
67.1453,-70.891861,-0.7101
70.628418,-2.223181,-0.442
148.224874,-89.918071,0.5145
114.315943,16.610572,-0.3001
232.732112,-43.408494,-0.7809
320.460132,-22.981043,5.6746
49.917806,-32.195437,-0.6432
196.831774,-1.494005,-0.3599
31.824258,32.494174,-0.4278
79.737628,-72.044845,6.2056
111.276557,27.769967,-0.4777
208.47706,-39.854862,0.6816
199.756437,45.011349,0.7245
231.503851,-70.805319,-0.8511
294.80631,53.376563,3.1962
67.402756,34.378099,-0.2547
267.617692,-72.34082,-0.3789
240.127544,69.732056,-0.0899
28.695973,-76.476849,7.116
124.090315,-65.355565,-0.3847
9.971766,-56.271638,-0.2116
32.466377,-55.621369,0.6208
102.163248,74.812762,-0.1539
87.521819,-16.283698,1.4312
324.062557,-60.972983,0.0266
321.763883,8.645707,1.4302
208.032306,43.802496,0.333
264.612801,86.120299,-0.2513
359.856473,17.664555,1.2301
147.669371,-68.682543,0.6053
188.073153,-67.25564,-0.4851
234.413978,76.680881,-0.7331
331.400956,47.890997,-0.2139
286.925958,-63.386702,1.6553
23.19184,52.53933,-0.8198
256.662102,-72.472096,-0.4883
90.696791,-22.596411,-0.4292
91.764611,-86.208053,1.1113
197.005768,85.485713,-0.8364
250.668306,-28.816616,1.1079
57.322016,-67.556823,-0.723
113.224133,56.052146,-0.355
257.803562,-14.883187,0.7088
54.720718,21.710868,2.8335
305.895051,65.158162,1.4961
164.175406,-43.081762,-0.6821
210.95649,6.894303,-0.7972
28.943423,-60.138367,4.9622
343.620448,63.167978,-0.8649
326.711612,-32.320815,3.857
68.428338,-2.329502,0.9806
238.71682,40.340581,0.7858
285.522199,72.664257,0.5203
43.908265,-27.36981,-0.7898
207.883281,-74.713297,-0.5797
306.163415,4.273154,4.9188
182.417075,-87.623676,-0.8618
332.562722,-19.338223,2.9523
17.208683,-16.524668,4.3514
330.915846,-6.124537,-0.7853
351.798497,-16.496302,0.9409
56.139156,42.85886,4.9025
155.142071,-47.351227,5.4863
223.475372,3.483362,-0.9475
321.565784,-31.507084,1.2459
57.429422,21.827878,-0.0952
120.250065,-14.047205,2.1948
287.254732,-52.870186,0.1526
147.601643,16.881816,-0.2815
217.779651,-45.404227,7.2849
201.601988,-18.636508,-0.1505
350.34181,-15.163145,5.8996
50.951241,71.709327,0.5598
341.438602,43.08301,-0.814
203.094258,23.28221,0.1526
325.494813,-69.769037,3.531
42.459169,-34.360882,-0.7872
230.941085,-81.043003,-0.1138
302.439613,7.032634,-0.9705
283.277341,-68.792431,-0.7842
3.577796,-84.770972,-0.8673
162.793968,-25.784594,-0.8481
41.524821,43.9374,1.882
55.017039,-13.361277,-0.63
254.263576,-74.409523,-0.6461
344.368631,7.198709,-0.7482
228.275079,-9.090514,0.3942
36.855742,82.970962,3.7516
87.838773,-65.297661,0.3198
136.394783,32.904259,0.6327
45.128718,39.701334,1.3098
305.268517,62.727529,-0.211
70.021866,62.391616,-0.9193
46.638388,-17.234979,1.5378
261.246482,44.549678,-0.5496
45.659646,-19.505609,-0.93
147.715001,71.046436,0.1863
185.58299,36.890139,6.3354
28.882546,-82.382424,1.8923
200.083753,-56.074886,-0.8992
172.859041,72.747312,-0.4511
240.62986,11.402888,-0.7189
78.892535,49.877002,-0.8678
128.386492,63.176779,-0.4771
237.475922,-81.3923,-0.4993
12.814784,-70.354357,-0.8473
41.686179,78.766278,-0.6273
102.078659,19.559712,-0.5575
38.288295,39.492481,-0.8105
14.224489,-18.967333,-0.9307
355.457672,-46.455636,-0.7709
164.073594,-72.021582,-0.915
192.126242,-51.46188,-0.1081
91.765763,-71.516683,-0.4016
2.767407,76.968923,1.7465
270.260707,66.827975,-0.962
260.551074,45.844957,1.9566
350.114667,-86.021502,-0.8645
7.59675,3.876552,-0.4498
49.327464,-46.850468,-0.596
256.370778,-76.424769,-0.8806
118.826509,-86.232513,-0.1699
22.958327,39.018453,-0.3522
108.344929,-21.780293,5.3614
31.578093,15.978501,-0.2915
301.538072,49.400328,-0.5897
315.695936,-9.307083,-0.7574
229.280372,-66.740339,-0.7321
138.815012,79.803313,-0.9569
276.764128,26.426695,-0.7154
227.372495,-54.17803,0.0773
285.113513,32.896908,-0.7736
183.926648,-12.898367,0.9779
345.004166,52.646961,-0.4125
104.41213,39.604526,0.4564
217.506574,-42.997743,-0.5806
290.898936,43.301758,-0.7607
321.794215,9.082339,1.8105
340.829384,31.103136,-0.4255
142.20395,-18.857877,1.3673
251.763383,-71.36231,-0.6373
104.470964,-83.527976,-0.9926
233.776551,52.529653,3.8183
66.32147,-39.413388,-0.7958
151.722427,16.058812,-0.8835
331.285347,61.383037,0.5402
291.926274,81.038172,-0.9335
178.742214,84.582169,0.9458
52.864317,55.007374,-0.3456
143.485776,3.96063,-0.1705
49.924432,-42.077905,0.0324
24.66995,-86.865469,-0.8397
326.344098,-49.384852,-0.8375
176.91533,-47.432121,0.7969
32.179937,4.713798,-0.7167
258.000693,22.936288,-0.5681
26.70534,86.424759,-0.2825
142.61955,-19.675136,0.3962
82.904595,78.924373,-0.9191
59.266902,55.303605,0.0698
192.077715,37.255461,1.147
259.088261,-58.504488,0.0472
175.388305,21.23217,2.1406
295.488884,16.715707,-0.577
330.259293,52.27884,-0.904
290.585198,14.257066,0.1614
344.336996,83.424417,-0.3802
334.45295,-54.169523,4.6655
299.706062,-60.209669,-0.1604
105.347736,40.783858,0.737
62.759543,89.235074,-0.5881
261.724093,-47.168223,-0.3597
304.390452,-80.308787,1.6656
296.324467,28.318585,0.3292
231.704079,44.511449,17.2061
298.752539,1.874309,0.9056
254.57983,-48.982259,-0.3304
239.53171,-0.676258,-0.1493
16.767539,-34.620219,0.3997
165.77083,-50.819645,2.2388
12.184601,0.209646,-0.493
33.253217,-81.40906,-0.921
194.761675,39.031218,0.6684
17.092452,47.809125,1.2851
328.759338,87.347232,-0.6212
162.122745,68.172861,2.4752
251.987994,-36.956643,0.7721
53.206266,-35.243738,-0.0999
305.13429,-10.10863,-0.6442
172.10409,40.359523,-0.7851
201.159331,-82.624526,0.2984
233.454305,83.113378,-0.0401
194.363371,36.477743,-0.5611
202.747364,63.116202,-0.9153
268.028398,34.213978,0.3152
290.329693,75.75023,0.3895
110.219783,57.066465,-0.1758
331.937746,-11.527629,-0.4471
127.402804,37.597084,-0.8196
98.037218,79.581385,0.4425
112.114952,80.103179,4.7049
129.065457,72.038477,-0.7814
114.095018,45.018509,-0.7593
303.750064,24.247023,-0.6072
202.014965,8.972131,1.8777
348.352337,-55.780388,2.622
30.224007,-7.442225,-0.4274
221.032863,-65.746351,-0.3897
34.568747,-62.354921,-0.3494
165.18603,-61.608587,-0.8896
137.784608,-4.90094,-0.9083
245.078969,-74.34229,-0.0059
268.360133,64.646702,6.1014
85.713715,73.172256,12.378
69.737334,31.670469,-0.5382
151.023756,3.280426,-0.7667
87.115428,81.681162,-0.8186
243.584643,-32.080527,7.64
186.371154,18.732732,-0.8436
297.711726,53.667066,-0.3837
353.257935,42.536604,1.1516
136.118831,61.903332,-0.3895
328.318818,-48.056782,2.7346
279.782005,54.314575,-0.8831
53.684428,-83.622972,-0.7462
300.934191,9.251691,-0.6655
173.342632,-88.263493,-0.4822
255.297914,-27.124854,1.1378
252.940178,14.277885,-0.9535
318.947617,37.870339,-0.5098
274.019293,-0.347848,-0.0132
296.864546,80.664972,0.7763
115.528298,2.049636,-0.6964
350.329509,-77.093775,-0.458
238.173178,-57.315751,-0.2404
278.528992,62.159898,0.2854
309.197263,80.135179,3.5212
44.561959,30.430747,-0.4202
121.107915,43.938979,0.2681
300.93695,21.407972,-0.9436
331.913517,24.95239,-0.5395
272.193632,74.63139,0.4295
173.631215,-11.570921,1.3754
90.404015,30.063826,-0.9212
189.009896,31.262504,-0.4388
143.028081,-18.680958,-0.6624
318.827087,-9.235688,1.6114
204.215403,-32.349545,-0.9052
141.143887,81.682431,0.2683
179.452771,-66.297916,-0.0257
336.084316,-44.337237,0.5319
220.773052,49.075423,-0.2765
82.432584,-28.310623,0.1957
180.027928,34.726211,0.5683
167.636965,40.838952,-0.7112
111.745539,9.511855,-0.4892
265.067824,-16.467428,0.7433
96.583302,36.21023,-0.1865
177.317638,-88.154048,-0.9458
158.776813,37.520357,-0.902
168.07056,13.718907,2.4924
204.039201,61.842059,-0.6433
245.987016,43.362137,-0.9562
51.479943,11.142417,-0.6781
103.797037,50.563189,0.6214
278.221236,-59.424797,-0.6847
326.788327,-18.646598,2.2702
16.076515,5.70007,-0.8278
26.411607,48.868184,0.0973
336.178685,-54.415696,0.6907
53.258722,37.022025,-0.1302
352.544087,-40.309034,0.3666
298.159967,-54.25767,4.1486
43.453594,-18.172861,0.2305
36.909019,-54.582979,-0.9325
351.826895,-11.457174,-0.4212
91.736208,7.609665,0.126
193.920193,-23.151028,1.6877
85.044853,79.288092,-0.0242
216.242825,31.327586,-0.1376
302.410276,-17.333054,0.444
236.487307,80.413023,-0.0784
16.781997,-32.813256,-0.7934
214.268164,25.081104,1.484
237.965988,-5.344403,-0.7469
72.32328,67.071554,-0.9118
274.362444,-11.063851,-0.11
225.681613,-82.881467,-0.7428
3.436984,-34.58719,-0.2665
342.199826,-33.158685,-0.8894
160.408653,-18.91284,-0.2893
83.656425,41.531623,-0.6076
31.031187,37.462285,-0.4896
134.794418,-70.490786,-0.2845
110.79688,-79.825977,-0.5345
107.263131,-55.893912,-0.7435
285.552411,-9.103399,-0.8635
232.531616,13.587762,0.0484
47.899084,-7.23518,-0.739
254.906677,56.163394,-0.9043
260.453522,1.408615,-0.6613
185.136707,43.17732,-0.734
358.476126,87.943858,-0.6901
102.052538,28.189729,0.8867
21.04403,21.300669,-0.8035
10.370236,47.617113,3.8735
115.397301,0.836647,-0.4027
179.25047,75.13523,-0.6348
28.163181,23.931329,1.7155
203.687499,72.169532,-0.4982
324.313403,-2.311627,-0.6599
286.870613,-48.54771,-0.5227
242.088683,61.520091,51.1101
238.22341,-57.575341,-0.9767
262.908204,83.253358,-0.3852
177.914298,74.77142,1.3074
144.647935,-21.411497,0.0168
110.395981,65.486189,0.0102
35.862611,73.730978,0.655
202.378516,-22.088119,0.5253
170.10651,70.064604,-0.5412
42.805042,30.546266,0.6099
96.577109,-33.148308,-0.3119
283.393048,-6.520224,-0.1246
92.017458,75.3096,-0.8048
153.258891,25.021321,-0.7316
58.070756,26.643269,-0.685
61.14478,40.788782,-0.777
272.284459,44.44268,-0.8403
24.002712,-29.381637,0.7635
102.609412,62.974547,-0.7432
353.104016,15.806449,-0.8409
171.321449,85.343217,-0.2388
218.236803,9.802659,-0.7964
230.684256,-55.050396,0.2416
70.609925,-77.563641,-0.1152
132.963154,33.818492,0.0247
144.25439,11.355332,-0.7944
83.045952,66.254542,-0.6758
84.234172,63.101857,0.1199
218.83295,-21.852035,-0.9111
39.051213,88.777374,-0.0934
46.492361,62.729619,-0.3779
206.388738,-77.211245,1.8133
161.761704,-29.208292,-0.9109
220.296048,27.031893,-0.6675
9.705425,-82.02087,-0.2931
253.769662,-37.97619,1.8195
305.960271,9.333302,0.5197
188.690508,82.448928,-0.7186
302.702515,66.434811,-0.2432
143.878555,-83.646207,0.7584
28.412733,52.634264,0.6346
135.915901,-63.458139,1.5892
160.69262,75.928269,-0.8382
311.593573,29.718776,4.8594
120.497945,-63.997581,-0.796
113.436297,87.195479,-0.2002
319.686276,-70.500905,-0.6903
90.347761,-54.413668,-0.4403
231.280753,-76.459894,-0.5895
117.588137,-22.764788,3.765
342.52412,-58.648607,-0.8637
68.264973,88.545564,-0.9306
260.617782,6.279178,-0.8236
198.023079,49.790988,-0.8246
352.334815,-36.462018,0.1331
357.860318,-42.71089,-0.5183
285.731316,-1.300697,-0.0799
37.244184,49.931455,-0.1521
168.8425,23.365983,-0.7763
307.62467,-3.628652,-0.7327
229.853985,-64.262706,-0.8428
316.428982,-0.62467,0.4141
287.771836,25.351871,-0.8752
112.665773,-78.346573,-0.9506
70.223537,22.556485,-0.7605
116.123004,82.989577,2.3941
250.540197,-52.968347,-0.7932
173.183391,-48.590258,-0.5372
15.785354,-9.901171,-0.848
267.291713,39.323977,-0.8975
16.090872,-2.723496,-0.796
147.349534,-63.155951,0.0546
166.422375,40.971417,-0.931
181.089667,5.454358,2.903
50.07272,48.175761,-0.9233
269.204465,-42.877631,-0.7812
305.774003,86.935075,-0.8513
251.244199,-61.175187,-0.7072
342.385435,83.710103,3.0148
92.70023,-74.119805,-0.619
57.862834,-42.649292,-0.6711
24.226294,-64.673501,0.226
259.747105,58.379508,-0.8126
58.358617,35.297934,-0.3685
337.745313,1.722051,2.2833
215.406172,79.033099,0.3446
289.48884,-57.946619,-0.1333
156.491429,-24.701179,-0.1744
264.544511,-88.275029,-0.7044
159.714407,-14.101202,-0.8801
193.954971,-80.806959,0.3161
278.489424,-51.404955,-0.4599
85.73528,-54.768854,0.3387
318.423425,11.794252,3.0957
257.867578,-37.962827,2.2606
268.754448,-75.234464,-0.4038
85.738682,30.614585,-0.2324
32.445858,-59.966234,-0.8264
26.228322,-48.957435,-0.7382
232.925962,9.951772,-0.6488
54.000858,85.941035,-0.0579
359.708922,58.024371,-0.5868
345.977158,57.084713,-0.2526
10.503633,27.699089,-0.5911
261.020732,-36.498414,-0.7598
93.877939,15.922929,0.2385
122.723923,53.625463,-0.1643
86.511757,-57.727593,-0.7409
298.996424,82.017891,-0.0751
321.750837,56.10196,-0.6666
14.54456,13.331681,0.723
97.213721,-2.02432,2.8978
161.531446,44.604987,-0.6731
187.855931,82.487297,-0.1692
31.552876,-44.634744,0.1102
298.810149,-73.609769,-0.4907
336.232764,24.723843,-0.7816
145.03143,-27.054057,-0.3262
308.604269,-38.33859,0.3067
243.48776,-11.603006,-0.9012
213.0277,21.406462,-0.5693
294.858054,-55.649766,1.0341
170.290662,-5.776605,0.8659
197.177784,-5.93844,-0.8765
98.879709,-49.50839,-0.9066
256.386513,-89.757014,1.2464
57.262393,-52.982659,-0.9374
87.538163,-85.324369,-0.7577
172.771544,-83.690207,0.6345
138.712495,13.32195,1.8309
86.248201,88.214897,-0.8289
69.079877,-30.628336,-0.1658
309.922984,60.125232,1.3906
212.709203,-18.715108,-0.6165
135.861357,28.689593,-0.6649
304.480962,-4.145257,3.5324
297.057775,86.773084,-0.5026
39.91934,24.288392,-0.9627
204.222826,11.020795,-0.2858
110.02065,-27.171643,0.1659
194.700555,56.623128,1.1889
258.479574,89.242247,0.4167
3.062732,-40.635634,-0.0143
184.884304,-66.366004,-0.7781
105.023642,84.871172,2.9175
192.243924,37.500672,-0.483
39.543172,-79.41658,0.6234
294.323911,-53.382744,0.7177
195.720643,46.566159,0.2548
75.982842,74.554457,-0.6154
277.086502,-78.372581,2.3348
13.601674,-69.085149,-0.3144
213.41642,-66.491084,-0.1434
180.634186,77.506628,0.6073
14.272205,77.562849,-0.4513
89.89397,22.324168,1.1585
27.770559,-15.717008,-0.084
263.659296,10.746858,-0.6153
254.077549,26.127284,0.1802
32.147268,62.694229,-0.8156
39.314586,30.688628,-0.2556
316.901597,32.624029,-0.5324
72.305079,85.047483,0.4575
109.317986,-60.162456,0.5168
246.340859,45.640905,-0.7039
21.86036,80.001287,-0.7688
341.156344,-57.216398,2.2084
